ID,Frame Name,Cycle Time [ms],Launch Type,Launch Parameter,Signal Byte No.,Signal Bit No.,Signal Name,Signal Function,Signal Length [Bit],Signal Default, Signal Not Available,Byteorder,is signed,Charger,HVB,IVTMain,PC,VCU,Name / Phys. Range,Function / Increment Unit,Value,frame.,signal.
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT108,Mode 36:Thermistor 108 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT111,Mode 37:Thermistor 111 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT114,Mode 38:Thermistor 114 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT117,Mode 39:Thermistor 117 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT120,Mode 40:Thermistor 120 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT123,Mode 41:Thermistor 123 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT126,Mode 42:Thermistor 126 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT001,Mode 0:Thermistor 1 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT004,Mode 1:Thermistor 4 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT007,Mode 2:Thermistor 7 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT010,Mode 3:Thermistor 10 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT013,Mode 4:Thermistor 13 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT016,Mode 5:Thermistor 16 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT019,Mode 6:Thermistor 19 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT022,Mode 7:Thermistor 22 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT025,Mode 8:Thermistor 25 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT028,Mode 9:Thermistor 28 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT031,Mode 10:Thermistor 31 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT034,Mode 11:Thermistor 34 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT037,Mode 12:Thermistor 37 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT040,Mode 13:Thermistor 40 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT043,Mode 14:Thermistor 43 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT046,Mode 15:Thermistor 46 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT049,Mode 16:Thermistor 49 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT052,Mode 17:Thermistor 52 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT055,Mode 18:Thermistor 55 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT058,Mode 19:Thermistor 58 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT061,Mode 20:Thermistor 61 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT064,Mode 21:Thermistor 64 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT067,Mode 22:Thermistor 67 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT070,Mode 23:Thermistor 70 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT073,Mode 24:Thermistor 73 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT076,Mode 25:Thermistor 76 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT079,Mode 26:Thermistor 79 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT082,Mode 27:Thermistor 82 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT085,Mode 28:Thermistor 85 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT088,Mode 29:Thermistor 88 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT091,Mode 30:Thermistor 91 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT094,Mode 31:Thermistor 94 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT097,Mode 32:Thermistor 97 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT100,Mode 33:Thermistor 100 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT103,Mode 34:Thermistor 103 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT106,Mode 35:Thermistor 106 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT109,Mode 36:Thermistor 109 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT112,Mode 37:Thermistor 112 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT115,Mode 38:Thermistor 115 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT118,Mode 39:Thermistor 118 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT121,Mode 40:Thermistor 121 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT124,Mode 41:Thermistor 124 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,5,0,BMS_TDbgT127,Mode 42:Thermistor 127 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT002,Mode 0:Thermistor 2 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT005,Mode 1:Thermistor 5 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT008,Mode 2:Thermistor 8 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT011,Mode 3:Thermistor 11 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT014,Mode 4:Thermistor 14 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT017,Mode 5:Thermistor 17 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT020,Mode 6:Thermistor 20 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT023,Mode 7:Thermistor 23 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT026,Mode 8:Thermistor 26 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT029,Mode 9:Thermistor 29 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT032,Mode 10:Thermistor 32 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT035,Mode 11:Thermistor 35 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT038,Mode 12:Thermistor 38 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT041,Mode 13:Thermistor 41 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT044,Mode 14:Thermistor 44 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT047,Mode 15:Thermistor 47 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT050,Mode 16:Thermistor 50 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT053,Mode 17:Thermistor 53 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT056,Mode 18:Thermistor 56 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT059,Mode 19:Thermistor 59 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT062,Mode 20:Thermistor 62 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT065,Mode 21:Thermistor 65 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT068,Mode 22:Thermistor 68 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT071,Mode 23:Thermistor 71 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT074,Mode 24:Thermistor 74 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT077,Mode 25:Thermistor 77 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT080,Mode 26:Thermistor 80 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT083,Mode 27:Thermistor 83 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT086,Mode 28:Thermistor 86 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT089,Mode 29:Thermistor 89 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT092,Mode 30:Thermistor 92 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT095,Mode 31:Thermistor 95 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT098,Mode 32:Thermistor 98 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT101,Mode 33:Thermistor 101 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT104,Mode 34:Thermistor 104 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT107,Mode 35:Thermistor 107 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT110,Mode 36:Thermistor 110 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT113,Mode 37:Thermistor 113 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT116,Mode 38:Thermistor 116 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT119,Mode 39:Thermistor 119 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT122,Mode 40:Thermistor 122 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,7,0,BMS_TDbgT125,Mode 41:Thermistor 125 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
150h,HVB_TX_VCUCmd,100,Cyclic,0,1,1,VCU_ClrErr,,1,0, ,m,u,,,,,s,0..1,,,,
150h,HVB_TX_VCUCmd,100,Cyclic,0,1,7,VCU_bHvbInvReq,requested closing Inverter conductors  by VCU,1,0, ,m,u,,r,,,s,0..1,,"0: DISABLED, 1: ENABLED",,
150h,HVB_TX_VCUCmd,100,Cyclic,0,1,7,VCU_bHvbInvReq,requested closing Inverter conductors  by VCU,1,0, ,m,u,,r,,,s,0..1,,"0: DISABLED, 1: ENABLED",,
150h,HVB_TX_VCUCmd,100,Cyclic,0,2,1,VCU_bAllVTReq,Enables pack all V & T message.,1,0, ,m,u,,,,,s,0..1,,"0: DISABLED, 1: ENABLED",,
150h,HVB_TX_VCUCmd,100,Cyclic,0,2,1,VCU_bAllVTReq,Enables pack all V & T message.,1,0, ,m,u,,,,,s,0..1,,"0: DISABLED, 1: ENABLED",,
150h,HVB_TX_VCUCmd,100,Cyclic,0,2,7,VCU_bBalReq,Enables pack balancing.,1,0, ,m,u,,,,,s,0..1,,"0: DISABLED, 1: ENABLED",,
150h,HVB_TX_VCUCmd,100,Cyclic,0,2,7,VCU_bBalReq,Enables pack balancing.,1,0, ,m,u,,,,,s,0..1,,"0: DISABLED, 1: ENABLED",,
200h,HVB_RX_Diagnosis,10,Cyclic,0,1,2,HVB_Diag_UART,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,1,3,HVB_Diag_CAN,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,1,5,HVB_Diag_RAM,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,1,6,HVB_Diag_eeprom,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,1,7,HVB_Diag_Flash,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,3,3,HVB_Diag_bat_vlt_sna,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,3,4,HVB_Diag_inv_vlt_sna,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,3,5,HVB_Diag_bat_curr_sna,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,3,6,HVB_Diag_vcu_can_sna,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,3,7,HVB_Diag_cell_sna,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,5,1,HVB_Diag_imd__low_r,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,5,2,HVB_Diag_imd_sna,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,5,3,HVB_Diag_bat_uv,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,5,4,HVB_Diag_cell_ov,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,5,5,HVB_Diag_cell_uv,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,5,6,HVB_Diag_cell_ot,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,5,7,HVB_Diag_cell_ut,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,6,6,HVB_Diag_inv_vlt_ov,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,6,7,HVB_Diag_bat_curr_oc,,1,0, ,m,u,,s,,,,0..1,,,,
200h,HVB_RX_Diagnosis,10,Cyclic,0,8,7,HVB_Recovery_Active,,1,0, ,m,u,,s,,,,0..1,,,,
202h,HVB_RX_CurrentLimits,60,Cyclic,0,1,0,HVB_ChargeCurLimits,Maximum potential charging power limit. even in case of a protection this values is shown what might possible if no protection is on,16,0.00, ,m,u,r,s,,,r,0..1310.7,0.02  mA,,,
202h,HVB_RX_CurrentLimits,60,Cyclic,0,3,0,HVB_DischargeCurLimits,Maximum discharging power limit. even in case of a protection this values is shown what might possible if no protection is on,16,0.00, ,m,u,r,s,,,r,0..1310.7,0.02  mA,,,
202h,HVB_RX_CurrentLimits,60,Cyclic,0,5,0,HVB_pwrHvb,"instantaneous net power (+ for input, - for output)",16,0.00, ,m,s,r,s,,,r,-1310.72..1310.68,0.04  kW,,,
203h,HVB_RX_Status,20,Cyclic,0,1,0,HVB_stSys,present system main state (State Machine),8,0, ,m,u,r,s,,,r,0..255,,"0: OFF, 2: ON, 3: SHUTDOWN, 1: STARTUP, 5: ERROR",,
203h,HVB_RX_Status,20,Cyclic,0,1,0,HVB_stSys,present system main state (State Machine),8,0, ,m,u,r,s,,,r,0..255,,"0: OFF, 2: ON, 3: SHUTDOWN, 1: STARTUP, 5: ERROR",,
203h,HVB_RX_Status,20,Cyclic,0,1,0,HVB_stSys,present system main state (State Machine),8,0, ,m,u,r,s,,,r,0..255,,"0: OFF, 2: ON, 3: SHUTDOWN, 1: STARTUP, 5: ERROR",,
203h,HVB_RX_Status,20,Cyclic,0,1,0,HVB_stSys,present system main state (State Machine),8,0, ,m,u,r,s,,,r,0..255,,"0: OFF, 2: ON, 3: SHUTDOWN, 1: STARTUP, 5: ERROR",,
203h,HVB_RX_Status,20,Cyclic,0,1,0,HVB_stSys,present system main state (State Machine),8,0, ,m,u,r,s,,,r,0..255,,"0: OFF, 2: ON, 3: SHUTDOWN, 1: STARTUP, 5: ERROR",,
203h,HVB_RX_Status,20,Cyclic,0,2,0,HVB_stInv,present state for Inverter,8,0, ,m,u,r,s,,,r,0..255,,,,
204h,HVB_RX_Measure,20,Cyclic,0,1,0,HVB_iHvb,Pack Current. Negative is discharging and positive is charging pack. Source is the current sensor.,16,0.0, ,m,s,r,s,,,r,-3276.8..3276.7,0.1  A,,,
204h,HVB_RX_Measure,20,Cyclic,0,3,0,HVB_uHvb,Battery Pack Voltage. Source is the sum of all cell voltages. ,16,0.00, ,m,u,r,s,,,r,0..1310.7,0.02  V,,,
204h,HVB_RX_Measure,20,Cyclic,0,5,0,HVB_uBus,Battery Pack Voltage. Source is the sum of all cell voltages. ,16,0.00, ,m,u,,s,,,,0..1310.7,0.02  V,,,
205h,HVB_RX_Actuator,20,Cyclic,0,1,2,HVB_bInvCntaPosSt,Inverter bus positive contactor status,1,0, ,m,u,r,s,,,r,0..1,,"1: CLOSED, 0: OPEN",,
205h,HVB_RX_Actuator,20,Cyclic,0,1,2,HVB_bInvCntaPosSt,Inverter bus positive contactor status,1,0, ,m,u,r,s,,,r,0..1,,"1: CLOSED, 0: OPEN",,
205h,HVB_RX_Actuator,20,Cyclic,0,1,3,HVB_bInvCntaPosCmd,Inverter bus psoitive contactor command.,1,0, ,m,u,r,s,,,r,0..1,,"1: CLOSED, 0: OPEN",,
205h,HVB_RX_Actuator,20,Cyclic,0,1,3,HVB_bInvCntaPosCmd,Inverter bus psoitive contactor command.,1,0, ,m,u,r,s,,,r,0..1,,"1: CLOSED, 0: OPEN",,
205h,HVB_RX_Actuator,20,Cyclic,0,1,4,HVB_bInvCntaPreSt,Inverter bus positive contactor status,1,0, ,m,u,r,s,,,r,0..1,,"1: CLOSED, 0: OPEN",,
205h,HVB_RX_Actuator,20,Cyclic,0,1,4,HVB_bInvCntaPreSt,Inverter bus positive contactor status,1,0, ,m,u,r,s,,,r,0..1,,"1: CLOSED, 0: OPEN",,
205h,HVB_RX_Actuator,20,Cyclic,0,1,5,HVB_bInvCntaPreCmd,Inverter bus negative contactor command.,1,0, ,m,u,r,s,,,r,0..1,,"1: CLOSED, 0: OPEN",,
205h,HVB_RX_Actuator,20,Cyclic,0,1,5,HVB_bInvCntaPreCmd,Inverter bus negative contactor command.,1,0, ,m,u,r,s,,,r,0..1,,"1: CLOSED, 0: OPEN",,
205h,HVB_RX_Actuator,20,Cyclic,0,1,6,HVB_bInvCntaNegSt,Inverter bus negative contactor status,1,0, ,m,u,r,s,,,r,0..1,,"1: CLOSED, 0: OPEN",,
205h,HVB_RX_Actuator,20,Cyclic,0,1,6,HVB_bInvCntaNegSt,Inverter bus negative contactor status,1,0, ,m,u,r,s,,,r,0..1,,"1: CLOSED, 0: OPEN",,
205h,HVB_RX_Actuator,20,Cyclic,0,1,7,HVB_bInvCntaNegCmd,Inverter bus negative contactor command.,1,0, ,m,u,r,s,,,r,0..1,,"1: CLOSED, 0: OPEN",,
205h,HVB_RX_Actuator,20,Cyclic,0,1,7,HVB_bInvCntaNegCmd,Inverter bus negative contactor command.,1,0, ,m,u,r,s,,,r,0..1,,"1: CLOSED, 0: OPEN",,
205h,HVB_RX_Actuator,20,Cyclic,0,7,4,HVB_noCntRoll_VCU,Rolling Counter; Generated by BMS and sent to VCU,4,0, ,m,u,r,s,,,r,0..15,,,,
205h,HVB_RX_Actuator,20,Cyclic,0,8,0,HVB_noCrc8ReqMsg_VCU,"SAE J1850 CRC8 (poly: 0x1D, initial value: 0xFF, final XOR: 0xFF) calculated using the previous message bytes.",8,0, ,m,u,r,s,,,r,0..255,,,,
206h,HVB_RX_VCell,100,Cyclic,0,1,0,HVB_uCellMax,Highest cell voltage,16,0.0000, ,m,u,r,s,,,r,0..6.5535,0.0001  V,,,
206h,HVB_RX_VCell,100,Cyclic,0,3,0,HVB_uCellMean,Average cell voltage.,16,0.0000, ,m,u,r,s,,,r,0..6.5535,0.0001  V,,,
206h,HVB_RX_VCell,100,Cyclic,0,5,0,HVB_uCellMin,Lowest cell voltage.,16,0.0000, ,m,u,r,s,,,r,0..6.5535,0.0001  V,,,
